PE_Ratio,ROE,ROA,EPS,Dividend_Yield,Debt_to_Equity,Price_to_Book,Price_to_Sales,Revenue_Growth,Operating_Margin,Momentum,Volatility,sp500_close,Target,Sector,Ticker
29.850975,0.22286,0.06928,7.18,0.0,0.43435,5.595207,3.2092881,0.136,0.10533,0.815872846783135,0.03518457396212783,3934.3798828125,1,Discretionary,AMZN
15.744369,0.15614,0.012920001,10.21,2.49,4.55747,2.497398,3.6310532,0.11,0.38625,1.072970475049259,0.01775138528310213,6917.81005859375,2,Financials,MS
28.78409,0.09195,0.038340002,1.76,3.67,1.9275499999999999,2.340062,1.9648398,0.207,0.29241,0.9541324179818633,0.014361096890231163,4349.60986328125,1,Utilities,FE
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9506796313244829,0.013347131537080037,4273.52978515625,0,Financials,COF
18.07781,0.09741,0.03108,3.47,4.26,1.50094,1.9628273,3.3397686,0.204,0.22038001,1.0301064448407478,0.00966840175601135,6738.43994140625,2,Utilities,D
47.392265,0.10353,0.07653,1.81,0.0,0.06824,4.8185596,8.210994,0.133,0.237,1.1039255377722583,0.011098035412744598,4468.72998046875,2,Healthcare,EW
20.633646,0.11337,0.03053,5.35,2.72,1.47125,2.2768335,3.6026566,-0.088,0.24605,0.9855221536466826,0.00881861546974732,6279.35009765625,2,Utilities,AEE
23.941519,0.09358,0.023929998,3.42,2.89,1.52832,2.1627617,3.48238,0.141,0.16680999,0.9646613598727231,0.023493377556654628,5104.759765625,0,Utilities,XEL
39.34815,0.05929,0.02743,1.35,1.96,0.63804,1.8877044,2.4262717,1.489,0.10309,1.0804695856383075,0.03577373625614482,4323.06005859375,0,Energy,OXY
19.970589,0.08886,0.05683,1.36,6.33,0.77957,1.7857847,2.467905,-0.012,0.23945,0.9490942577890119,0.0075398579941019185,4191.97998046875,2,Healthcare,PFE
20.036558,0.18101999,0.01824,4.65,1.37,1.1532,3.8400033,6.9209986,0.189,0.49683997,1.13740364847726,0.0193992008322735,4839.81005859375,2,Financials,SCHW
7.9749374,0.2532,0.08963,3.99,3.14,0.6868500000000001,1.8433554,1.2942387,-0.28,0.30581,0.9149335234761344,0.026331166080047052,4293.93017578125,0,Energy,APA
34.617447,0.21525998,0.08326,10.43,1.22,0.54877,7.2100964,5.1025634,0.131,0.19972,0.9799492845342819,0.033090596256625145,6040.52978515625,2,Industrials,ETN
12.660178,0.14337,0.031240001,25.69,1.19,0.30944,1.724606,2.146725,0.055,0.24243,0.9801167479959483,0.010702970042705793,4273.7900390625,0,Financials,CB
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,1.0803499222937276,0.01529434595238596,6941.47021484375,2,Industrials,RTX
28.668428,0.08299,0.05017,7.57,2.21,0.43988,2.7344892,0.570931,-0.021,0.059299998,1.0481191652317847,0.016182388001511748,4489.72021484375,1,Energy,VLO
33.016453,1.5202099,0.24377,7.9,0.4,1.0263,43.48616,8.800528,0.157,0.35374,0.9539626014948255,0.028640371416265926,3973.75,1,Technology,AAPL
-5.9417474617078465,-0.20193,-0.00131,-2.06,4.9,4.60639,1.3580384,0.26075697,-0.048,-0.0669,1.020102200597312,0.024929703130403432,6090.27001953125,0,Discretionary,F
16.259945,0.13861,0.00986,51.28,2.16,5.96073,2.339055,4.2104416,0.152,0.38319,1.091259560967381,0.014588333513077575,4697.240234375,0,Financials,GS
11.244589,0.12184,0.011080001,4.62,3.93,1.3839679,1.3839679,3.0627038,0.053,0.39334,1.0575336908368111,0.011390149082099642,6858.47021484375,1,Financials,USB
42.372116,1.00726,0.21087,34.29,0.52,1.11778,34.861076,14.979285,0.072,0.41313,1.1406325932075507,0.017697980399747116,6263.259765625,1,Technology,KLAC
15.060241,0.15427,0.03748,10.79,3.13,0.7138,2.2405758,0.4919389,0.013,0.02747,1.0180839859942186,0.017019393561640915,4585.58984375,1,Energy,PSX
21.328638,0.40847,0.077989995,4.26,1.36,1.55623,8.840241,3.6998847,0.15,0.16223,0.9541957974570524,0.021698470531839736,3585.6201171875,1,Discretionary,EBAY
51.81091,0.29650998,0.08718,19.25,0.52,0.25446,13.79131,1.5458425,0.092,0.03744,0.9988020011428042,0.01149625340702845,3936.969970703125,2,Staples,COST
28.668428,0.08299,0.05017,7.57,2.21,0.43988,2.7344892,0.570931,-0.021,0.059299998,1.1073555525827594,0.019323037546649217,4697.52978515625,0,Energy,VLO
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,0.9797493970323666,0.011468791078750842,4514.02001953125,0,Financials,JPM
38.31844,0.22554001,0.10934,10.52,0.11,0.21244,7.718569,10.722821,0.567,0.44974998,1.052980693176375,0.02070959373776103,3986.3701171875,0,Technology,MU
22.108957,0.110810004,0.04902,6.7,2.78,0.18936,2.3865376,1.905567,-0.013,0.09527001,1.0521342043001016,0.016010889370616923,4613.669921875,0,Energy,XOM
16.280634,0.24193001,0.0497,13.22,1.77,1.42647,3.6671095,0.48489934,-0.005,0.07005,1.04769813224477,0.02290851434726226,4136.47998046875,0,Energy,MPC
40.460968,0.44692,0.0468,8.07,0.58,1.1406999999999998,18.334549,7.51102,0.176,0.19549,0.9332981995501637,0.028130065427136024,3991.239990234375,0,Industrials,GE
23.941519,0.09358,0.023929998,3.42,2.89,1.52832,2.1627617,3.48238,0.141,0.16680999,1.035162256276542,0.011702968675377597,3979.8701171875,2,Utilities,XEL
44.286007,0.65565,0.21047,4.86,0.48,0.44195,26.542112,13.148266,0.221,0.33868998,1.1210621129885856,0.022626537592000784,4348.330078125,1,Technology,LRCX
61.734436,0.16690001,0.09392,7.87,0.0,0.00953,9.679443,17.143087,0.188,0.30155,0.8969341957655511,0.022533250817329833,4118.6298828125,2,Healthcare,ISRG
21.932774,0.28734,0.078779995,8.33,0.0197,1.39501,5.9080324,3.395445,0.115,0.19240999,1.0489560109531941,0.010568321972639872,4400.64013671875,2,Financials,MMC
22.823078,0.14552,0.05538,2.6,1.55,0.35255000000000003,3.109085,2.114519,0.003,0.1251,1.0318033936528967,0.019118441551914497,4546.5400390625,0,Energy,BKR
38.31844,0.22554001,0.10934,10.52,0.11,0.21244,7.718569,10.722821,0.567,0.44974998,1.0413210875037746,0.030420173454916304,4169.47998046875,0,Technology,MU
23.804575,0.11576,0.030199999,4.81,3.33,1.5933099999999998,2.7373354,3.8033636,0.111,0.21308,1.0314007394168994,0.013173600668569273,4670.2900390625,2,Utilities,WEC
15.611748,0.06831,0.00577,6.98,2.2,0.99058235,0.99058235,2.5176091,0.044,0.25656998,0.9874714208185771,0.016794367098594085,5935.93994140625,0,Financials,C
8.321627,0.25732002,0.048800003,5.41,1.24,0.6070300000000001,2.0447836,1.2698375,0.037,0.17485,0.8629035203874851,0.03940940899143139,6832.759765625,0,Financials,PYPL
16.47485,0.55426,0.18221001,16.7,0.0,0.57266,9.776144,4.7516036,0.105,0.36503,0.9795960220828465,0.016866102387497424,6905.740234375,1,Technology,ADBE
55.020832,0.02394,0.0036000002,3.36,1.73,1.0679584,1.0679584,3.5076265,0.516,0.22935,0.9349010600419839,0.020381818139292733,4055.989990234375,0,Financials,COF
31.11659,0.04721,0.01706,2.23,3.0,0.42375999999999997,1.4651605,0.4159837,-0.137,0.01822,1.0892421732391813,0.01683936878022163,4384.64990234375,2,Staples,ADM
43.669865,1.01159,0.19415002,22.93,0.62,1.6531,33.766647,13.750241,0.426,0.44896,1.0267982606198738,0.014081447221251507,4712.02001953125,1,Healthcare,LLY
21.328093,0.54104,0.07198,9.54,2.95,4.01269,11.27695,1.8817923,0.073,0.10393,0.9787753511700129,0.01939490825531483,4306.259765625,2,Discretionary,DRI
23.941519,0.09358,0.023929998,3.42,2.89,1.52832,2.1627617,3.48238,0.141,0.16680999,0.9895686053147129,0.0096999215936505,4338.93017578125,1,Utilities,XEL
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,0.9420884433029895,0.01741901594720924,4145.18994140625,0,Financials,JPM
27.465662,-4.773353909993954,0.13508001,11.94,2.27,-30.564404015940042,-130.18658,8.704461,0.097,0.45071,0.996902854832287,0.0110918700919744,6734.10986328125,2,Discretionary,MCD
34.466663,0.2628,0.04895,5.4,3.7,4.34211,23.76101,8.185507,0.075,0.44942,0.9719568773531753,0.014968586149863527,4446.58984375,1,Utilities,AMT
21.328093,0.54104,0.07198,9.54,2.95,4.01269,11.27695,1.8817923,0.073,0.10393,0.9638864134658752,0.01863653746193438,4175.47998046875,2,Discretionary,DRI
7.1174245,-3.2855389958916517,0.05617,2.64,6.39,-14.323327108570265,-22.502996,0.30676216,0.069,0.06185,0.9967731995029293,0.028440381303263988,4543.06005859375,2,Technology,HPQ
14.023026,0.16829,0.08199,9.12,3.19,0.3062,2.3049057,3.063164,0.0,0.1694,1.0116682785562119,0.02391931256356897,4423.14990234375,0,Energy,EOG
29.496248,0.53954,0.18364,10.66,0.85,0.54612,15.6948185,14.646504,0.146,0.68296,1.0551962948250029,0.010595458964632815,6040.52978515625,1,Financials,V
-5.9417474617078465,-0.20193,-0.00131,-2.06,4.9,4.60639,1.3580384,0.26075697,-0.048,-0.0669,1.1856720870768247,0.03487280367970871,4662.85009765625,1,Discretionary,F
36.12738,0.11096,0.06064,6.83,0.43,0.53021,3.7780774,3.7775307,0.148,0.15008001,0.97651542786385,0.02414323716658147,3821.550048828125,0,Industrials,WAB
21.01849,0.12177,0.02943,7.03,3.05,2.13601,2.4950187,1.9416393,0.289,0.15921,1.0266712269850373,0.012235574335157866,3647.2900390625,1,Utilities,DTE
14.851168,0.24034001,0.050890002,8.13,3.78,1.25518,3.3823571,0.52181643,-0.015,0.04824,0.9328873775336289,0.013822279470734854,4401.669921875,2,Staples,TGT
15.744369,0.15614,0.012920001,10.21,2.49,4.55747,2.497398,3.6310532,0.11,0.38625,1.10319768677145,0.01018544186069054,6388.64013671875,2,Financials,MS
12.507987,0.11732,0.01047,6.26,2.3,1.4719706,1.4719706,3.0708053,0.05,0.29938,1.0230731036642864,0.017918775536912634,6881.31005859375,1,Financials,WFC
26.109032,-0.8405884379299697,0.115030006,142.71,0.0,-4.30233930573841,-21.160229,3.1387444,0.082,0.16341999,1.0335748368782636,0.013027815009151128,6005.8798828125,2,Discretionary,AZO
23.045366,0.17658001,0.05989,15.43,1.69,0.38205,3.7469177,1.8296459,0.078,0.1014,1.0075782477981383,0.008227776882215704,4518.43994140625,2,Industrials,GD
22.108957,0.110810004,0.04902,6.7,2.78,0.18936,2.3865376,1.905567,-0.013,0.09527001,1.0121516037859848,0.01714496965743532,4536.18994140625,0,Energy,XOM
22.479784,0.35158002,0.05435,11.13,2.69,1.97328,7.18037,3.475179,0.122,0.24768999,0.9767721791421924,0.011725823738542017,3647.2900390625,1,Technology,IBM
19.970589,0.08886,0.05683,1.36,6.33,0.77957,1.7857847,2.467905,-0.012,0.23945,1.0491726203487581,0.018136194228394804,6389.4501953125,1,Healthcare,PFE
36.12738,0.11096,0.06064,6.83,0.43,0.53021,3.7780774,3.7775307,0.148,0.15008001,1.0840928703394737,0.013417182173375246,3783.219970703125,1,Industrials,WAB
16.08379,0.36882,0.12042,7.28,2.9,0.95959,5.5080442,4.4529753,0.05,0.32773998,1.0574732618275395,0.009826005150851358,4864.60009765625,1,Healthcare,MRK
23.798742,0.08157,0.03095,1.59,3.01,1.31147,1.9097608,3.144155,0.028,0.18865,0.9914460291029732,0.018987489630846784,3577.030029296875,0,Utilities,PPL
12.212043,0.08236,0.00984,3.82,4.46,0.9771271,0.9771271,3.162752,0.032,0.32700002,1.0104255761804073,0.017506017106515618,6699.39990234375,0,Financials,TFC
40.460968,0.44692,0.0468,8.07,0.58,1.1406999999999998,18.334549,7.51102,0.176,0.19549,1.0333752816235737,0.020037569529204907,3757.989990234375,0,Industrials,GE
11.244589,0.12184,0.011080001,4.62,3.93,1.3839679,1.3839679,3.0627038,0.053,0.39334,1.0987329913713617,0.013889306559704573,6881.31005859375,1,Financials,USB
34.617447,0.21525998,0.08326,10.43,1.22,0.54877,7.2100964,5.1025634,0.131,0.19972,0.937818417842044,0.01808717925300826,3818.800048828125,1,Industrials,ETN
96.19068,62.25,0.09807,2.36,3.05,-20.910316420864003,-122.70811,6.562983,0.1,0.34108,0.9299304531936031,0.010116250053200642,4565.72021484375,2,Healthcare,ABBV
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,1.0886797807452113,0.013061562917179468,4577.10009765625,0,Energy,CVX
22.119566,0.23285,0.045890003,0.92,0.0,7.03028,4.1924186,0.9432986,0.064,0.08315,1.0545390359437008,0.04897664543313757,3585.6201171875,1,Discretionary,NCLH
28.668428,0.08299,0.05017,7.57,2.21,0.43988,2.7344892,0.570931,-0.021,0.059299998,1.0519905408607382,0.018321754650604087,4589.3798828125,0,Energy,VLO
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,1.004002071255189,0.018523015114894417,3991.72998046875,2,Industrials,RTX
17.952381,0.09936,0.028380001,2.73,3.43,1.74488,1.7402883,2.0666156,-0.011,0.21619,1.021181922004041,0.015948928095079983,6869.5,2,Utilities,EXC
37.708164,1.01485,0.51188,4.9,0.02,0.07255,28.549135,20.796871,0.732,0.65024,1.1489751574658562,0.03491721398502165,4090.4599609375,0,Technology,NVDA
23.798742,0.08157,0.03095,1.59,3.01,1.31147,1.9097608,3.144155,0.028,0.18865,1.0345383561302297,0.004991691524669446,4326.509765625,1,Utilities,PPL
12.212043,0.08236,0.00984,3.82,4.46,0.9771271,0.9771271,3.162752,0.032,0.32700002,1.0553501638064313,0.013514006903040865,6512.60986328125,0,Financials,TFC
12.212043,0.08236,0.00984,3.82,4.46,0.9771271,0.9771271,3.162752,0.032,0.32700002,1.01094849454254,0.017543668907546297,4300.4599609375,0,Financials,TFC
22.119566,0.23285,0.045890003,0.92,0.0,7.03028,4.1924186,0.9432986,0.064,0.08315,0.7249938895399903,0.0655083375560308,3966.840087890625,2,Discretionary,NCLH
26.796667,0.42848,0.09054,6.0,3.54,2.58081,10.770364,2.340601,0.056,0.14068,1.0463834874257625,0.010796212939554777,6661.2099609375,2,Staples,PEP
20.472342,0.13904001,0.067719996,2.35,2.45,0.45975,2.7554412,2.0225027,0.05,0.15988,1.0471908629606628,0.026351445947079017,4367.47998046875,0,Energy,SLB
22.479784,0.35158002,0.05435,11.13,2.69,1.97328,7.18037,3.475179,0.122,0.24768999,1.0746359447526335,0.015991894873184805,5985.3798828125,2,Technology,IBM
28.633093,-0.21327188454212231,0.22648,5.56,1.88,-1.8042609433621248,-6.020269,5.38134,0.065,0.31928,1.0053840180502043,0.009212120716015756,5408.419921875,2,Discretionary,YUM
14.429286,0.16134001,0.01354,20.01,2.08,2.2736795,2.2736795,4.628729,0.025,0.41062,1.0569095537171633,0.011472647698196918,5842.91015625,1,Financials,JPM
17.97638,0.12357,0.06421,6.35,2.94,0.37828,2.168709,2.3147368,-0.068,0.16299999,1.0572048310557445,0.022529852981014287,4791.18994140625,0,Energy,COP
23.804575,0.11576,0.030199999,4.81,3.33,1.5933099999999998,2.7373354,3.8033636,0.111,0.21308,0.9699146414738232,0.011135401805626716,4701.7001953125,1,Utilities,WEC
33.44921,0.19566,0.03961,17.72,1.09,2.3963300000000003,6.087358,3.4259481,0.13,0.092709996,0.9744151445531061,0.015886922394229352,4358.240234375,2,Industrials,DE
11.244589,0.12184,0.011080001,4.62,3.93,1.3839679,1.3839679,3.0627038,0.053,0.39334,0.9888998627801302,0.014008219403335891,4473.75,0,Financials,USB
21.190716,-0.6692256093261671,0.13051,11.85,1.91,-4.505574473812001,-14.205464,1.6324841,0.109,0.08298001,0.9381210556970495,0.019621161156639474,4500.2099609375,2,Discretionary,LOW
20.472342,0.13904001,0.067719996,2.35,2.45,0.45975,2.7554412,2.0225027,0.05,0.15988,0.9218621384009578,0.024207145639202846,4395.64013671875,0,Energy,SLB
38.35493,0.06127,0.02459,3.55,3.14,0.6178,2.3812523,13.768461,0.04,0.4133,1.0402154161429717,0.014558450297577736,6861.89013671875,2,Utilities,PLD
44.286007,0.65565,0.21047,4.86,0.48,0.44195,26.542112,13.148266,0.221,0.33868998,0.9168275090856297,0.02595539625135229,3612.389892578125,1,Technology,LRCX
23.56,0.12274,0.07374,1.5,1.92,0.7916200000000001,2.8208814,1.340745,0.008,0.14902,1.081787930886484,0.02513132507761472,4551.68017578125,1,Energy,HAL
21.328638,0.40847,0.077989995,4.26,1.36,1.55623,8.840241,3.6998847,0.15,0.16223,0.9830974759905775,0.01670257536193807,4746.75,2,Discretionary,EBAY
21.328638,0.40847,0.077989995,4.26,1.36,1.55623,8.840241,3.6998847,0.15,0.16223,0.9975875287842949,0.016527679161565195,4338.93017578125,2,Discretionary,EBAY
21.01849,0.12177,0.02943,7.03,3.05,2.13601,2.4950187,1.9416393,0.289,0.15921,1.0176985671492187,0.012803848723307467,5509.009765625,1,Utilities,DTE
19.970589,0.08886,0.05683,1.36,6.33,0.77957,1.7857847,2.467905,-0.012,0.23945,0.957494408553258,0.014218582517464025,5836.22021484375,1,Healthcare,PFE
27.47444,0.1475,0.01585,11.15,1.7,0.13078,3.8276713,16.925837,0.08,0.63808,1.0404493394874477,0.01391033213785595,4091.949951171875,2,Financials,CME
31.11659,0.04721,0.01706,2.23,3.0,0.42375999999999997,1.4651605,0.4159837,-0.137,0.01822,0.9421793696949167,0.016859130258180206,5917.10986328125,1,Staples,ADM
29.496248,0.53954,0.18364,10.66,0.85,0.54612,15.6948185,14.646504,0.146,0.68296,1.0022864027199694,0.01736086583612077,4296.1201171875,1,Financials,V
32.795322,0.17950001,0.0502,1.71,2.92,0.8009900000000001,5.8919945,1.7848752,0.006,0.08095,0.9259273403730538,0.016473675085283593,4258.18994140625,2,Discretionary,NKE
28.082705,0.69026,0.06864,5.32,1.34,4.3251100000000005,14.330935,7.037321,0.142,0.31997,1.1864280697164655,0.021815483166883535,6415.5400390625,1,Technology,ORCL
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,0.906060243922692,0.016737053379050355,4273.52978515625,1,Industrials,RTX
19.723488,0.33992,0.03791,15.37,1.25,1.9092099999999999,6.2125993,3.1180532,0.106,0.17459999,1.0103233759113912,0.014826593567361495,3955.0,1,Financials,AXP
39.34815,0.05929,0.02743,1.35,1.96,0.63804,1.8877044,2.4262717,1.489,0.10309,1.0774525352353355,0.038102758286149646,4411.7900390625,1,Energy,OXY
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,1.1318021375405867,0.018248633622806154,4155.3798828125,1,Energy,CVX
21.94387,0.40655,0.12516,6.77,2.21,1.12923,8.12114,6.2638125,0.047,0.37375,0.9738323601867943,0.010856694731224161,4378.41015625,1,Healthcare,GILD
9.092473,0.27173,0.056810003,4.65,5.77,1.4723,2.421535,1.2014811,-0.072,0.17874001,1.0309619453673902,0.01868581768354357,4121.43017578125,2,Staples,GIS
37.708164,1.01485,0.51188,4.9,0.02,0.07255,28.549135,20.796871,0.732,0.65024,1.0813096863046543,0.04134709774826775,3995.320068359375,0,Technology,NVDA
54.906475,0.022869999,0.02471,1.39,3.49,1.0606,1.2896903,0.24283865,0.084,0.01572,0.9067182537401838,0.02562882936189156,5909.02978515625,1,Healthcare,CVS
-4.799188610022741,-0.12837,0.03498,-4.93,6.76,0.521,0.67236924,1.1229012,-0.034,0.17485,1.0015549679061262,0.015597951238324088,6795.990234375,0,Staples,KHC
20.036558,0.18101999,0.01824,4.65,1.37,1.1532,3.8400033,6.9209986,0.189,0.49683997,0.9278115119996584,0.027252923097793993,5554.25,2,Financials,SCHW
26.796667,0.42848,0.09054,6.0,3.54,2.58081,10.770364,2.340601,0.056,0.14068,1.0269632710258292,0.007714724753048408,4688.669921875,2,Staples,PEP
22.719677,0.82345,0.08505,3.71,2.56,6.402480000000001,17.68198,0.4884576,0.03,0.03988,1.0375060356615724,0.013111025130198775,4183.9599609375,2,Staples,SYY
10.479616,0.17736,0.07715,4.17,2.2,0.55951,1.7504506,1.690083,-0.121,0.22656,0.9759005365324211,0.014083537669030307,4942.81005859375,0,Energy,DVN
31.129145,0.03735,0.01521,5.73,2.35,0.33784,1.373017,3.5502503,-0.094,-0.81232,0.9304215517477264,0.03344255123900248,4509.3701171875,0,Energy,FANG
-5.9417474617078465,-0.20193,-0.00131,-2.06,4.9,4.60639,1.3580384,0.26075697,-0.048,-0.0669,1.2240541071059186,0.029080311909876512,4686.75,0,Discretionary,F
20.633646,0.11337,0.03053,5.35,2.72,1.47125,2.2768335,3.6026566,-0.088,0.24605,0.9563953597361019,0.010718390143611175,4997.91015625,0,Utilities,AEE
27.47444,0.1475,0.01585,11.15,1.7,0.13078,3.8276713,16.925837,0.08,0.63808,0.995916364021956,0.012110225666785756,3999.090087890625,1,Financials,CME
19.866367,0.12486,0.03174,6.66,2.87,1.54237,2.2982056,3.271228,0.132,0.22843,1.0420945449180408,0.011300303131259655,6411.3701171875,2,Utilities,AEP
35.126984,-0.6728938636664975,0.04058,2.52,4.8,-18.03697027732064,-23.548815,9.052756,-0.043,0.49206,0.9368434507859354,0.014864478818500589,5127.7900390625,2,Utilities,CCI
32.5829,0.22541,0.12162,15.32,0.0,0.10908,6.792353,10.56462,0.095,0.39602003,0.9543192428656585,0.009766459564250839,4486.4599609375,1,Healthcare,VRTX
20.472342,0.13904001,0.067719996,2.35,2.45,0.45975,2.7554412,2.0225027,0.05,0.15988,0.9501236781582164,0.0229310296852094,4448.080078125,0,Energy,SLB
22.119566,0.23285,0.045890003,0.92,0.0,7.03028,4.1924186,0.9432986,0.064,0.08315,1.053092478306114,0.06097313132162538,3830.60009765625,2,Discretionary,NCLH
41.649902,0.109519996,0.03877,4.97,1.31,0.5951299999999999,4.258646,3.1359382,0.121,0.110240005,0.9686522509486715,0.018081846824110216,3674.840087890625,1,Industrials,RTX
13.8546715,0.112349994,0.04378,5.78,4.88,0.5226299999999999,1.4937234,0.9321133,-0.025,0.09474,1.1115239768017955,0.01613936799230286,6781.47998046875,1,Energy,TTE
23.34622,0.10496,0.0347,5.69,2.49,1.46987,2.392479,5.045043,0.058,0.32179,1.0078140515165352,0.009377016485034506,4136.27978515625,2,Utilities,AWK
26.79284,0.10774,0.0299,3.91,2.37,1.8178999999999998,2.8001711,3.6654334,0.079,0.18986,1.0753913235388477,0.01786304680828625,6117.52001953125,2,Utilities,ETR
23.56,0.12274,0.07374,1.5,1.92,0.7916200000000001,2.8208814,1.340745,0.008,0.14902,1.1237677061274924,0.020613269304447596,4464.0498046875,2,Energy,HAL
9.092473,0.27173,0.056810003,4.65,5.77,1.4723,2.421535,1.2014811,-0.072,0.17874001,0.9710872040666487,0.012671320389630902,6870.39990234375,1,Staples,GIS
14.023026,0.16829,0.08199,9.12,3.19,0.3062,2.3049057,3.063164,0.0,0.1694,0.98420106228827,0.012644933966322477,5399.22021484375,1,Energy,EOG
47.392265,0.10353,0.07653,1.81,0.0,0.06824,4.8185596,8.210994,0.133,0.237,0.9970079671108394,0.009063234133929397,6735.10986328125,2,Healthcare,EW
31.11659,0.04721,0.01706,2.23,3.0,0.42375999999999997,1.4651605,0.4159837,-0.137,0.01822,0.967793325725133,0.0201602027863576,5396.52001953125,1,Staples,ADM
27.47444,0.1475,0.01585,11.15,1.7,0.13078,3.8276713,16.925837,0.08,0.63808,0.9668217314962689,0.009718648900430329,4458.580078125,1,Financials,CME
20.520569,0.09724,0.02806,6.32,3.28,1.71838,1.9835128,3.1725743,0.08,0.28087,0.9638710835608335,0.010645483979831043,4376.85986328125,0,Utilities,DUK
-5.9417474617078465,-0.20193,-0.00131,-2.06,4.9,4.60639,1.3580384,0.26075697,-0.048,-0.0669,1.0887042780188882,0.022695052264505557,4411.58984375,0,Discretionary,F
20.520569,0.09724,0.02806,6.32,3.28,1.71838,1.9835128,3.1725743,0.08,0.28087,0.9707379614906075,0.010315466865895453,4381.89013671875,0,Utilities,DUK
14.185,0.101940006,0.05065,6.0,3.5,0.43146,2.8011453,0.89707464,-0.033,0.09811,0.968994307461025,0.014460128693573103,5797.419921875,1,Energy,SHEL
12.660178,0.14337,0.031240001,25.69,1.19,0.30944,1.724606,2.146725,0.055,0.24243,1.0382176219679293,0.007252362083818442,4274.509765625,0,Financials,CB
18.621082,0.14864999,0.05909,41.46,0.49,0.09510999999999999,2.5341706,5.6905417,0.025,0.23134,0.9710903690070187,0.020403913146241247,4596.419921875,2,Healthcare,REGN
13.8546715,0.112349994,0.04378,5.78,4.88,0.5226299999999999,1.4937234,0.9321133,-0.025,0.09474,1.0616613752265436,0.017724168032637818,6832.759765625,1,Energy,TTE
22.914373,0.04318,0.02538,3.27,0.96,2.08299,1.108268,0.37779522,-0.051,0.065359995,0.9121242864796957,0.0183147689362408,4473.75,0,Discretionary,GM
21.328638,0.40847,0.077989995,4.26,1.36,1.55623,8.840241,3.6998847,0.15,0.16223,0.9602055966531442,0.013979479769670069,6944.81982421875,2,Discretionary,EBAY
22.914373,0.04318,0.02538,3.27,0.96,2.08299,1.108268,0.37779522,-0.051,0.065359995,1.0836791938766348,0.013438895574749513,4534.8701171875,0,Discretionary,GM
29.850975,0.22286,0.06928,7.18,0.0,0.43435,5.595207,3.2092881,0.136,0.10533,1.0970938462088957,0.014721270024110163,5149.419921875,2,Discretionary,AMZN
14.185,0.101940006,0.05065,6.0,3.5,0.43146,2.8011453,0.89707464,-0.033,0.09811,1.0479717258913348,0.01876873775085075,3821.6201171875,0,Energy,SHEL
22.719677,0.82345,0.08505,3.71,2.56,6.402480000000001,17.68198,0.4884576,0.03,0.03988,1.0392657333480448,0.022753132205554652,3900.7900390625,2,Staples,SYY
22.823078,0.14552,0.05538,2.6,1.55,0.35255000000000003,3.109085,2.114519,0.003,0.1251,1.0209514317783184,0.023002500566302594,4002.8701171875,0,Energy,BKR
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,1.073245028398454,0.013803850121546293,4793.06005859375,0,Energy,CVX
34.466663,0.2628,0.04895,5.4,3.7,4.34211,23.76101,8.185507,0.075,0.44942,1.095080079848415,0.013803704054239068,5633.08984375,1,Utilities,AMT
16.280634,0.24193001,0.0497,13.22,1.77,1.42647,3.6671095,0.48489934,-0.005,0.07005,1.0517253527756776,0.03211144443712251,3801.780029296875,0,Energy,MPC
28.098038,0.07231,0.03794,6.63,3.82,0.24323,1.978546,2.0170674,-0.082,0.09462,0.9867598149150388,0.019575797784213537,4347.35009765625,1,Energy,CVX
12.507987,0.11732,0.01047,6.26,2.3,1.4719706,1.4719706,3.0708053,0.05,0.29938,1.0285131485034054,0.01874819118917997,6850.919921875,1,Financials,WFC
22.914373,0.04318,0.02538,3.27,0.96,2.08299,1.108268,0.37779522,-0.051,0.065359995,1.0386612740228702,0.02486246368778528,6781.47998046875,1,Discretionary,GM
23.045366,0.17658001,0.05989,15.43,1.69,0.38205,3.7469177,1.8296459,0.078,0.1014,0.9305183944438288,0.009408060479146751,5975.3798828125,2,Industrials,GD
12.507987,0.11732,0.01047,6.26,2.3,1.4719706,1.4719706,3.0708053,0.05,0.29938,0.9599998587836132,0.020528910178642015,5940.4599609375,1,Financials,WFC
96.19068,62.25,0.09807,2.36,3.05,-20.910316420864003,-122.70811,6.562983,0.1,0.34108,0.9983648421484049,0.007966490154388892,4781.580078125,2,Healthcare,ABBV
15.060241,0.15427,0.03748,10.79,3.13,0.7138,2.2405758,0.4919389,0.013,0.02747,1.0638033805605258,0.017998281691965035,6837.75,2,Energy,PSX
